"X [mm]","Y [mm]","Z [mm]","U [mm]","V [mm]","W [mm]","exx [1] - Hencky","eyy [1] - Hencky","exy [1] - Hencky","e1 [1] - Hencky","e2 [1] - Hencky","gamma [1] - Hencky","cxx [1/mm] - 31 filter","cyy [1/mm] - 31 filter","cxy [1/mm] - 31 filter","c1 [1/mm] - 31 filter","c2 [1/mm] - 31 filter","gamma_c [1] - 31 filter","phi [rad] - 15 filter","sigma [pixel]","q_ref [pixel]","r_ref [pixel]"
4.5,-9.5,10.9174,0.412038,-0.25278,10.7538,0.0867184,0.0247621,-0.000761216,0.0867277,0.0247527,-0.0122828,-0.0111687,-0.00226821,-8.30935e-05,-0.00226742,-0.0111694,-1.56147,0.00262382,0.00434864,238.209,-13.9563
5,-9.5,10.8646,0.451336,-0.251815,10.7024,0.0868082,0.0246572,-0.000859899,0.0868201,0.0246453,-0.0138317,-0.0111643,-0.00227765,-7.53092e-05,-0.00227701,-0.0111649,-1.56232,0.00295452,0.00478587,238.217,-14.0179
5.5,-9.5,10.805,0.490038,-0.250797,10.6456,0.0869356,0.024536,-0.000958157,0.0869504,0.0245212,-0.0153494,-0.0111684,-0.00228804,-7.12736e-05,-0.00228745,-0.011169,-1.56277,0.00327759,0.00531015,238.236,-14.0871
6,-9.5,10.7393,0.527744,-0.249677,10.582,0.0870827,0.0244008,-0.00106273,0.0871008,0.0243827,-0.0169467,-0.0111832,-0.00229974,-7.41727e-05,-0.0022991,-0.0111838,-1.56245,0.00359993,0.00566962,238.255,-14.1602
6.5,-9.5,10.6695,0.564658,-0.248279,10.5129,0.0872215,0.0242516,-0.00117277,0.0872434,0.0242296,-0.0186145,-0.0112081,-0.00231209,-8.43145e-05,-0.00231126,-0.011209,-1.56132,0.0039233,0.00544346,238.27,-14.2273
7,-9.5,10.5946,0.600833,-0.246739,10.4389,0.0873619,0.0240906,-0.00127836,0.0873877,0.0240648,-0.0201928,-0.0112386,-0.00232166,-0.000101442,-0.0023205,-0.0112398,-1.55942,0.00424203,0.00444326,238.289,-14.2872
7.5,-9.5,10.5141,0.63657,-0.245223,10.3602,0.0875214,0.0239202,-0.00138586,0.0875516,0.02389,-0.0217756,-0.0112701,-0.00233233,-0.00012098,-0.00233069,-0.0112717,-1.55726,0.00457394,0.00417105,238.318,-14.3497
8,-9.5,10.4276,0.671125,-0.243777,10.2765,0.0876989,0.0237405,-0.00149623,0.0877339,0.0237055,-0.0233763,-0.0112939,-0.0023406,-0.00013956,-0.00233842,-0.011296,-1.55521,0.00491394,0.00428236,238.356,-14.415
8.5,-9.5,10.3332,0.704916,-0.24215,10.1867,0.0878646,0.0235501,-0.00161155,0.087905,0.0235097,-0.0250359,-0.011305,-0.00234598,-0.000154154,-0.00234332,-0.0113076,-1.5536,0.00526175,0.00448604,238.408,-14.4794
9,-9.5,10.2317,0.73842,-0.240159,10.0901,0.0879987,0.0233467,-0.00172538,0.0880448,0.0233007,-0.0266616,-0.0113031,-0.00234864,-0.000163297,-0.00234567,-0.0113061,-1.55257,0.00561983,0.00454295,238.467,-14.5465
9.5,-9.5,10.1241,0.771131,-0.238093,9.9869,0.0881092,0.0231293,-0.0018355,0.0881611,0.0230774,-0.028217,-0.0112928,-0.00234941,-0.000167352,-0.00234628,-0.011296,-1.55209,0.00598809,0.00441747,238.526,-14.6137
10,-9.5,10.0123,0.802328,-0.236054,9.87836,0.0882124,0.022897,-0.00194598,0.0882704,0.0228391,-0.0297582,-0.0112813,-0.00234942,-0.000168121,-0.00234626,-0.0112845,-1.55198,0.00636588,0.00430569,238.582,-14.6761
10.5,-9.5,9.89543,0.831988,-0.233754,9.76448,0.0883056,0.0226484,-0.00205609,0.08837,0.0225841,-0.0312745,-0.0112756,-0.00234985,-0.000168141,-0.00234668,-0.0112787,-1.55197,0.00675626,0.00419433,238.641,-14.7321
11,-9.5,9.77165,0.860599,-0.231362,9.64544,0.0883775,0.0223842,-0.00216489,0.0884485,0.0223133,-0.0327577,-0.0112791,-0.00235157,-0.000169879,-0.00234834,-0.0112823,-1.55178,0.00715713,0.00416817,238.714,-14.7895
11.5,-9.5,9.64127,0.887992,-0.228623,9.52037,0.0884374,0.0221038,-0.002271,0.0885151,0.0220261,-0.0341827,-0.0112908,-0.00235508,-0.000175035,-0.00235166,-0.0112942,-1.55122,0.0075663,0.00427254,238.795,-14.8563
12,-9.5,9.50483,0.913654,-0.225955,9.38824,0.0884937,0.0218047,-0.00237292,0.0885781,0.0217204,-0.0355221,-0.0113061,-0.00236041,-0.000184315,-0.00235661,-0.0113099,-1.5502,0.00797979,0.00440603,238.873,-14.9237
12.5,-9.5,9.36307,0.937619,-0.222923,9.24975,0.0885253,0.0214892,-0.00247554,0.0886167,0.0213978,-0.0368618,-0.0113189,-0.00236733,-0.000197504,-0.00236296,-0.0113232,-1.54875,0.0083922,0.00421324,238.95,-14.9968
13,-9.5,9.21469,0.959613,-0.219482,9.10533,0.0885448,0.0211591,-0.0025793,0.0886435,0.0210604,-0.0382026,-0.0113247,-0.00237538,-0.000213666,-0.00237028,-0.0113298,-1.54694,0.00879978,0.00420349,239.035,-15.0667
13.5,-9.5,9.05723,0.979946,-0.216344,8.95419,0.0885945,0.0208175,-0.00268498,0.0887007,0.0207113,-0.0395326,-0.0113221,-0.002384,-0.000231293,-0.00237801,-0.0113281,-1.54494,0.00919693,0.00426208,239.139,-15.129
14,-9.5,8.89407,0.999184,-0.212707,8.7976,0.0886652,0.0204627,-0.00279363,0.0887795,0.0203484,-0.0408692,-0.0113149,-0.00239261,-0.00024873,-0.00238567,-0.0113218,-1.54295,0.00958361,0.00438196,239.247,-15.1932
14.5,-9.5,8.72558,1.01659,-0.208907,8.63602,0.0887262,0.0200942,-0.0029053,0.0888491,0.0199714,-0.0422302,-0.0113086,-0.00240057,-0.000264646,-0.00239271,-0.0113165,-1.54112,0.00996582,0.0044567,239.363,-15.2627
15,-9.5,8.55025,1.03176,-0.205117,8.46779,0.0887735,0.0197121,-0.00301453,0.0889049,0.0195807,-0.0435386,-0.0113089,-0.0024073,-0.000278146,-0.00239861,-0.0113176,-1.53959,0.0103417,0.00441885,239.483,-15.3362
15.5,-9.5,8.36786,1.04502,-0.20123,8.29259,0.0888213,0.0193156,-0.00312014,0.0889612,0.0191758,-0.044769,-0.0113186,-0.00241233,-0.000288811,-0.00240297,-0.0113279,-1.53841,0.0107152,0.00446072,239.609,-15.4076
16,-9.5,8.17922,1.0563,-0.196923,8.11096,0.0888695,0.0189021,-0.0032336,0.0890187,0.0187528,-0.0460828,-0.0113367,-0.00241543,-0.000296755,-0.00240556,-0.0113466,-1.53758,0.0110848,0.00450049,239.739,-15.4753
16.5,-9.5,7.98408,1.06491,-0.192774,7.92227,0.0889176,0.0184708,-0.00335542,0.0890772,0.0183112,-0.0474848,-0.0113595,-0.00241674,-0.000302383,-0.00240652,-0.0113697,-1.53703,0.0114557,0.00462827,239.869,-15.5373
17,-9.5,7.78157,1.07123,-0.188806,7.72718,0.0889626,0.0180195,-0.00347715,0.0891327,0.0178495,-0.048857,-0.0113818,-0.00241719,-0.00030624,-0.00240674,-0.0113922,-1.53669,0.0118339,0.00477171,240.01,-15.597
17.5,-9.5,7.57056,1.07503,-0.184393,7.52481,0.0890153,0.0175478,-0.00360318,0.0891966,0.0173665,-0.0502468,-0.0113992,-0.002417,-0.00030769,-0.00240647,-0.0114097,-1.53659,0.0122271,0.00479052,240.163,-15.6592
18,-9.5,7.35223,1.07657,-0.179676,7.31544,0.0890796,0.0170556,-0.00372922,0.0892722,0.016863,-0.0515932,-0.0114107,-0.00241788,-0.000307029,-0.00240741,-0.0114211,-1.53671,0.0126348,0.00484401,240.322,-15.7291
18.5,-9.5,7.12638,1.07494,-0.174775,7.09796,0.0891306,0.0165427,-0.00385266,0.0893346,0.0163388,-0.0528776,-0.0114182,-0.0024211,-0.000303731,-0.00241086,-0.0114285,-1.53709,0.0130586,0.00487534,240.483,-15.8024
19,-9.5,6.89432,1.07089,-0.169487,6.87497,0.0891547,0.0160144,-0.00398468,0.0893712,0.0157979,-0.0542661,-0.0114256,-0.00242764,-0.000297289,-0.00241782,-0.0114354,-1.5378,0.0134874,0.00506183,240.654,-15.8777
19.5,-9.5,6.65354,1.0637,-0.164241,6.64384,0.089199,0.0154664,-0.00411595,0.0894281,0.0152373,-0.0555924,-0.0114368,-0.00243814,-0.000287475,-0.00242896,-0.011446,-1.53889,0.0139273,0.00567012,240.833,-15.9525
20,-9.5,6.40554,1.05348,-0.158491,6.40341,0.0892806,0.0148961,-0.0042342,0.0895209,0.0146558,-0.0566781,-0.0114539,-0.00245235,-0.000275465,-0.00244392,-0.0114623,-1.54023,0.0143874,0.0057835,241.005,-16.0227
20.5,-9.5,6.14987,1.04025,-0.152459,6.15509,0.0893744,0.0143074,-0.00435341,0.0896261,0.0140557,-0.0577338,-0.0114757,-0.0024691,-0.000263512,-0.00246138,-0.0114834,-1.54157,0.0148551,0.0057393,241.181,-16.0879
21,-9.5,5.8848,1.0235,-0.146133,5.89887,0.0894733,0.0137012,-0.00447343,0.0897365,0.013438,-0.0587637,-0.0114988,-0.00248688,-0.000253869,-0.00247973,-0.011506,-1.54266,0.0153259,0.00586707,241.372,-16.1548
21.5,-9.5,5.61242,1.00263,-0.139959,5.63512,0.0896148,0.0130738,-0.00458352,0.0898883,0.0128002,-0.059599,-0.0115196,-0.00250351,-0.000248059,-0.00249668,-0.0115264,-1.54331,0.0157997,0.00603983,241.567,-16.2299
22,-9.5,5.33253,0.977082,-0.134102,5.36406,0.0898013,0.0124253,-0.00468751,0.0900843,0.0121424,-0.0602868,-0.0115357,-0.00251787,-0.000244638,-0.00251124,-0.0115423,-1.54369,0.0162839,0.0059364,241.769,-16.3075
22.5,-9.5,5.04378,0.947995,-0.127771,5.08666,0.0900051,0.0117577,-0.00478082,0.0902962,0.0114667,-0.0607974,-0.0115461,-0.0025281,-0.000240494,-0.00252169,-0.0115525,-1.54415,0.0167708,0.00578309,241.992,-16.3764
23,-9.5,4.74438,0.915141,-0.120084,4.79983,0.090227,0.0110678,-0.00486549,0.0905249,0.0107699,-0.0611578,-0.0115533,-0.00253362,-0.000231523,-0.00252768,-0.0115592,-1.54515,0.0172574,0.00587075,242.228,-16.4481
23.5,-9.5,4.43393,0.878401,-0.11243,4.50256,0.0904984,0.0103596,-0.0049425,0.0908021,0.010056,-0.0613641,-0.0115638,-0.0025351,-0.000213865,-0.00253003,-0.0115689,-1.54713,0.0177466,0.00614934,242.474,-16.5228
24,-9.5,4.1155,0.838028,-0.104634,4.19743,0.0907915,0.00963059,-0.00501823,0.0911006,0.00932147,-0.0615187,-0.0115838,-0.0025347,-0.000188463,-0.00253076,-0.0115877,-1.54998,0.018234,0.00641376,242.727,-16.5953
24.5,-9.5,3.78804,0.793034,-0.0960385,3.88288,0.0911051,0.0088809,-0.00509326,0.0914194,0.00856657,-0.0616293,-0.0116174,-0.00253518,-0.000158664,-0.00253239,-0.0116202,-1.55333,0.0187213,0.00693703,242.984,-16.6714
25,-9.5,3.44901,0.743295,-0.0876039,3.55741,0.0914727,0.0081101,-0.00516807,0.091792,0.00779088,-0.0616803,-0.0116657,-0.00253732,-0.000129328,-0.00253548,-0.0116675,-1.55663,0.0192084,0.00710319,243.252,-16.7502
25.5,-9.5,3.10201,0.688646,-0.0786695,3.22415,0.0919116,0.00732001,-0.00524987,0.0922362,0.00699537,-0.0617463,-0.0117267,-0.00254184,-0.000105274,-0.00254063,-0.0117279,-1.55934,0.0196973,0.00706766,243.527,-16.8277
26,-9.5,2.74531,0.626651,-0.0703556,2.8787,0.0923506,0.00650576,-0.00534044,0.0926817,0.00617472,-0.0618941,-0.0117974,-0.00254807,-9.04167e-05,-0.00254718,-0.0117983,-1.56102,0.0201834,0.00716554,243.797,-16.9004
26.5,-9.5,2.37566,0.559217,-0.0609306,2.52199,0.0928377,0.00567469,-0.00543984,0.093176,0.00533641,-0.0620923,-0.0118714,-0.00255498,-8.36007e-05,-0.00255422,-0.0118722,-1.56182,0.0206697,0.00736065,244.084,-16.9735
27,-9.5,1.99083,0.486283,-0.0507475,2.15254,0.0934445,0.0048244,-0.00555057,0.093791,0.00447799,-0.0623074,-0.0119458,-0.00256229,-8.2606e-05,-0.00256156,-0.0119466,-1.56199,0.0211677,0.00814509,244.393,-17.0503
27.5,-9.5,1.59742,0.408676,-0.0409984,1.77334,0.0941678,0.00395387,-0.00568542,0.0945248,0.00359685,-0.0626917,-0.0120179,-0.0025678,-8.44973e-05,-0.00256703,-0.0120187,-1.56185,0.0216694,0.00951273,244.703,-17.1225
28,-9.5,1.19109,0.321876,-0.0303823,1.38139,0.0950369,0.00305619,-0.00584977,0.0954075,0.00268551,-0.0632606,-0.0120885,-0.00257246,-8.63397e-05,-0.00257167,-0.0120893,-1.56172,0.02219,0.0100863,245.023,-17.1914
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
-10,-9,10.0289,-0.715992,-0.218784,9.90599,0.0882519,0.0226639,0.00155265,0.0882887,0.0226271,0.023654,-0.0112466,-0.00231079,0.000172641,-0.00230744,-0.01125,1.55149,-0.00630902,0.00542713,240.031,-12.0552
-9.5,-9,10.1447,-0.684898,-0.221163,10.0174,0.088269,0.0229412,0.00145045,0.0883012,0.022909,0.0221874,-0.0112368,-0.00230483,0.00013884,-0.00230265,-0.011239,1.55526,-0.00599627,0.00532021,239.895,-12.1218
-9,-9,10.251,-0.65271,-0.223417,10.1194,0.0882517,0.0232028,0.0013684,0.0882805,0.023174,0.0210237,-0.011232,-0.00230046,0.000104176,-0.00229923,-0.0112332,1.55913,-0.00569282,0.00515038,239.763,-12.1832
-8.5,-9,10.3497,-0.619194,-0.225641,10.215,0.0882073,0.0234474,0.00130205,0.0882335,0.0234212,0.0200949,-0.011233,-0.00229678,7.4829e-05,-0.00229614,-0.0112336,1.56242,-0.00539999,0.00496192,239.642,-12.2465
-8,-9,10.4436,-0.584823,-0.227657,10.3062,0.0881672,0.0236756,0.00124774,0.0881914,0.0236514,0.0193378,-0.0112397,-0.00229284,5.56261e-05,-0.00229249,-0.0112401,1.56458,-0.00511701,0.00480829,239.528,-12.3136
-7.5,-9,10.5333,-0.550169,-0.229658,10.3921,0.0881399,0.0238855,0.00119844,0.0881623,0.0238632,0.0186433,-0.0112506,-0.00228799,4.89101e-05,-0.00228772,-0.0112509,1.56534,-0.00484274,0.00480486,239.412,-12.3827
-7,-9,10.6156,-0.513825,-0.231717,10.4703,0.0880975,0.0240768,0.00115291,0.0881183,0.024056,0.018001,-0.011262,-0.00228205,5.40439e-05,-0.00228172,-0.0112624,1.56478,-0.00456927,0.00500502,239.297,-12.4512
-6.5,-9,10.6918,-0.476296,-0.233672,10.5432,0.0880269,0.0242508,0.00111143,0.0880463,0.0242314,0.0174205,-0.0112694,-0.0022754,6.74518e-05,-0.00227489,-0.0112699,1.5633,-0.00428789,0.00530773,239.191,-12.5172
-6,-9,10.7634,-0.438213,-0.235407,10.612,0.0879408,0.0244085,0.00106687,0.0879587,0.0243906,0.0167868,-0.0112683,-0.0022689,8.39106e-05,-0.00226811,-0.0112691,1.56147,-0.0039997,0.00549396,239.092,-12.5842
-5.5,-9,10.8264,-0.399976,-0.236601,10.6733,0.0878664,0.0245511,0.0010155,0.0878827,0.0245348,0.0160337,-0.0112563,-0.00226368,9.80763e-05,-0.00226261,-0.0112574,1.55989,-0.00370663,0.00533012,239.003,-12.6515
-5,-9,10.8853,-0.361972,-0.237508,10.7313,0.0878114,0.0246812,0.000953622,0.0878258,0.0246668,0.0151014,-0.0112341,-0.00226085,0.00010595,-0.0022596,-0.0112354,1.55899,-0.00340805,0.00532843,238.922,-12.7229
-4.5,-9,10.9405,-0.32348,-0.238279,10.7849,0.0877562,0.0247987,0.000879839,0.0877686,0.0247864,0.0139718,-0.0112057,-0.00226113,0.0001058,-0.00225987,-0.0112069,1.55897,-0.00310238,0.00517456,238.842,-12.7931
-4,-9,10.9878,-0.283355,-0.238942,10.8301,0.0876951,0.0249004,0.000796344,0.0877052,0.0248903,0.0126791,-0.0111771,-0.00226461,9.81229e-05,-0.00226353,-0.0111782,1.55979,-0.00279126,0.00497326,238.762,-12.8575
-3.5,-9,11.0308,-0.242579,-0.239964,10.8702,0.0876185,0.0249894,0.000703769,0.0876264,0.0249815,0.0112352,-0.0111548,-0.00227056,8.53088e-05,-0.00226974,-0.0111556,1.56119,-0.00247668,0.00488939,238.681,-12.9185
-3,-9,11.0686,-0.201733,-0.240961,10.9046,0.0875268,0.0250644,0.000604036,0.0875326,0.0250585,0.0096691,-0.0111439,-0.00227781,6.97515e-05,-0.00227726,-0.0111444,1.56293,-0.00216152,0.00480023,238.602,-12.9795
-2.5,-9,11.0987,-0.160886,-0.241738,10.9318,0.0874327,0.0251248,0.000496386,0.0874367,0.0251209,0.00796582,-0.0111468,-0.002285,5.32049e-05,-0.00228467,-0.0111471,1.56479,-0.00184827,0.00482736,238.529,-13.043
-2,-9,11.1235,-0.120007,-0.242346,10.9541,0.0873376,0.0251709,0.00038044,0.0873399,0.0251685,0.00611916,-0.0111628,-0.00229089,3.63256e-05,-0.00229074,-0.011163,1.5667,-0.00153865,0.00481071,238.462,-13.11
-1.5,-9,11.1436,-0.0786432,-0.242905,10.9735,0.0872371,0.0252024,0.000263898,0.0872383,0.0252013,0.00425374,-0.0111878,-0.00229468,1.90139e-05,-0.00229463,-0.0111879,1.56866,-0.00122854,0.0048133,238.409,-13.1779
-1,-9,11.1582,-0.0368818,-0.243335,10.9879,0.087129,0.02522,0.000155571,0.0871294,0.0252195,0.00251272,-0.0112159,-0.00229611,9.28011e-07,-0.00229611,-0.0112159,1.04176,-0.000913958,0.00496959,238.363,-13.2478
-0.5,-9,11.1668,0.00509277,-0.243811,10.9956,0.0870098,0.0252251,5.74258e-05,0.0870099,0.025225,0.000929342,-0.0112407,-0.00229554,-1.80608e-05,-0.0022955,-0.0112407,-1.56878,-0.000597704,0.00492608,238.316,-13.3147
-3.72529e-09,-9,11.1706,0.0470501,-0.244284,10.9978,0.0868918,0.0252192,-3.35874e-05,0.0868919,0.0252192,-0.000544588,-0.0112576,-0.0022938,-3.75369e-05,-0.00229363,-0.0112578,-1.56661,-0.000280376,0.00491632,238.269,-13.3758
0.5,-9,11.1676,0.088741,-0.244603,10.9944,0.0867925,0.0252029,-0.000120875,0.0867927,0.0252026,-0.0019624,-0.0112645,-0.00229195,-5.64962e-05,-0.00229158,-0.0112649,-1.5645,3.43708e-05,0.00481323,238.232,-13.4357
1,-9,11.157,0.130503,-0.244726,10.9842,0.086719,0.025178,-0.000204055,0.0867197,0.0251773,-0.00331534,-0.0112621,-0.00229099,-7.36736e-05,-0.00229038,-0.0112627,-1.56258,0.000342607,0.00465406,238.204,-13.5046
1.5,-9,11.1431,0.171833,-0.244727,10.97,0.0866805,0.0251455,-0.000281379,0.0866818,0.0251442,-0.00457204,-0.0112526,-0.00229163,-8.77645e-05,-0.00229077,-0.0112535,-1.561,0.000648908,0.00460668,238.176,-13.5779
2,-9,11.125,0.212407,-0.24466,10.951,0.0866699,0.0251055,-0.000355512,0.0866719,0.0251035,-0.0057738,-0.0112393,-0.00229408,-9.75414e-05,-0.00229301,-0.0112404,-1.55989,0.00095902,0.00457426,238.148,-13.6495
2.5,-9,11.0994,0.252692,-0.244233,10.9262,0.0866809,0.0250569,-0.000428073,0.0866839,0.0250539,-0.00694543,-0.0112245,-0.00229802,-0.000102062,-0.00229686,-0.0112257,-1.55937,0.0012718,0.00481342,238.133,-13.7137
3,-9,11.0683,0.2931,-0.243471,10.8969,0.0867116,0.0249977,-0.000499206,0.0867157,0.0249937,-0.00808763,-0.0112095,-0.00230281,-0.000100873,-0.00230167,-0.0112107,-1.55948,0.00158313,0.00502599,238.129,-13.7776
3.5,-9,11.0319,0.33339,-0.242541,10.8636,0.0867566,0.024927,-0.000570887,0.0867619,0.0249217,-0.00923144,-0.011195,-0.00230779,-9.42342e-05,-0.00230678,-0.011196,-1.5602,0.00188947,0.00494181,238.134,-13.844
4,-9,10.9898,0.373404,-0.241664,10.8243,0.0868124,0.0248428,-0.000646285,0.0868191,0.0248361,-0.0104268,-0.0111813,-0.00231253,-8.3506e-05,-0.00231173,-0.0111821,-1.56139,0.00218972,0.00449486,238.143,-13.9093
4.5,-9,10.9428,0.412769,-0.240737,10.7789,0.0868782,0.0247453,-0.00072763,0.0868867,0.0247368,-0.0117079,-0.0111697,-0.00231687,-7.11527e-05,-0.00231629,-0.0111702,-1.56276,0.00248691,0.00427568,238.147,-13.9749
5,-9,10.8906,0.451927,-0.239717,10.7286,0.0869666,0.0246343,-0.000812237,0.0869772,0.0246237,-0.013027,-0.0111625,-0.00232102,-6.038e-05,-0.0023206,-0.0111629,-1.56397,0.00278447,0.0048438,238.157,-14.0409
5.5,-9,10.8306,0.490865,-0.238882,10.6709,0.0870905,0.0245098,-0.000899991,0.0871034,0.0244968,-0.0143764,-0.0111629,-0.00232531,-5.45467e-05,-0.00232497,-0.0111632,-1.56463,0.00308373,0.00561778,238.174,-14.1107
6,-9,10.7642,0.529021,-0.237992,10.6063,0.087231,0.0243726,-0.000995078,0.0872467,0.0243568,-0.0158243,-0.0111733,-0.00232997,-5.62742e-05,-0.00232961,-0.0111737,-1.56443,0.0033831,0.00606726,238.192,-14.1828
6.5,-9,10.6936,0.566118,-0.236755,10.537,0.0873667,0.0242229,-0.00109566,0.0873857,0.0242039,-0.0173441,-0.0111944,-0.00233497,-6.66631e-05,-0.00233446,-0.0111949,-1.56327,0.00368519,0.00562155,238.209,-14.2527
7,-9,10.6187,0.602287,-0.235247,10.4631,0.0875068,0.0240618,-0.00119913,0.0875295,0.024039,-0.0188896,-0.0112242,-0.00234284,-8.40426e-05,-0.00234203,-0.011225,-1.56134,0.00399959,0.00460229,238.23,-14.3136
7.5,-9,10.5375,0.637843,-0.233857,10.3845,0.0876648,0.0238925,-0.00129715,0.0876913,0.0238661,-0.0203271,-0.0112539,-0.0023467,-0.000106295,-0.00234541,-0.0112552,-1.55887,0.00431331,0.0042294,238.263,-14.3796
8,-9,10.45,0.672422,-0.232456,10.3006,0.087834,0.0237152,-0.00139868,0.0878647,0.0236846,-0.0217978,-0.0112781,-0.00234898,-0.000129297,-0.00234709,-0.01128,-1.55632,0.00463532,0.00434373,238.306,-14.4473
8.5,-9,10.3566,0.706466,-0.230756,10.2113,0.0879887,0.0235279,-0.00150692,0.088024,0.0234926,-0.023358,-0.0112915,-0.00234931,-0.000149069,-0.00234682,-0.011294,-1.55413,0.0049648,0.0045749,238.356,-14.5121
9,-9,10.2571,0.740204,-0.228856,10.116,0.0881142,0.0233282,-0.00161564,0.0881546,0.0232878,-0.0249153,-0.0112929,-0.00234776,-0.000162868,-0.00234479,-0.0112959,-1.5526,0.00530443,0.00451632,238.409,-14.5796
9.5,-9,10.1511,0.773015,-0.227075,10.0132,0.0882183,0.023114,-0.0017223,0.088264,0.0230683,-0.0264278,-0.0112857,-0.00234483,-0.000169925,-0.0023416,-0.0112889,-1.5518,0.00565484,0.00428024,238.462,-14.6465
10,-9,10.0396,0.804114,-0.225253,9.90458,0.0883139,0.0228846,-0.00183093,0.0883652,0.0228333,-0.0279521,-0.0112762,-0.00234139,-0.000171392,-0.0023381,-0.0112795,-1.55162,0.00601575,0.00412766,238.516,-14.7106
10.5,-9,9.92237,0.833607,-0.223023,9.79099,0.0883985,0.022639,-0.0019406,0.0884559,0.0225817,-0.0294745,-0.0112709,-0.00233847,-0.000169811,-0.00233524,-0.0112742,-1.5518,0.00638958,0.00412115,238.579,-14.7682
11,-9,9.79813,0.862164,-0.220871,9.67236,0.0884642,0.022378,-0.00204922,0.0885277,0.0223144,-0.0309684,-0.0112732,-0.00233648,-0.000167461,-0.00233334,-0.0112764,-1.55207,0.00677065,0.00422245,238.657,-14.8263
11.5,-9,9.66702,0.889782,-0.218402,9.54685,0.0885246,0.0220987,-0.00215549,0.0885945,0.0220288,-0.032404,-0.011283,-0.00233734,-0.000168336,-0.00233417,-0.0112861,-1.55199,0.00716279,0.0042604,238.739,-14.8949
12,-9,9.53004,0.91572,-0.215956,9.41454,0.0885836,0.0218002,-0.00225788,0.0886599,0.0217239,-0.0337576,-0.011296,-0.00234075,-0.000173307,-0.00233739,-0.0112994,-1.55145,0.00755948,0.00425243,238.82,-14.9664
12.5,-9,9.38899,0.939535,-0.213207,9.27639,0.0886199,0.0214831,-0.00235977,0.0887028,0.0214002,-0.0350911,-0.011307,-0.00234674,-0.000182727,-0.00234301,-0.0113108,-1.55041,0.00795623,0.00416825,238.894,-15.0437
13,-9,9.24166,0.961595,-0.2099,9.13264,0.0886493,0.0211502,-0.00246005,0.0887389,0.0210606,-0.0363816,-0.0113116,-0.00235502,-0.000196059,-0.00235073,-0.0113159,-1.54892,0.0083483,0.00426505,238.977,-15.1182
13.5,-9,9.08492,0.982124,-0.206811,8.98181,0.0887125,0.0208046,-0.00256105,0.088809,0.0207081,-0.0376423,-0.0113086,-0.00236502,-0.000212141,-0.00235998,-0.0113136,-1.54709,0.00872975,0.00433757,239.078,-15.1868
14,-9,8.92124,1.00127,-0.2033,8.82465,0.0887923,0.020445,-0.00266564,0.0888962,0.0203411,-0.038922,-0.0113014,-0.0023759,-0.000229489,-0.00236998,-0.0113074,-1.54511,0.0091,0.00435129,239.186,-15.2517
14.5,-9,8.75352,1.01878,-0.199636,8.66315,0.0888616,0.020071,-0.00277321,0.0889733,0.0199593,-0.0402257,-0.0112958,-0.00238675,-0.0002468,-0.0023799,-0.0113027,-1.54312,0.00946566,0.00440366,239.298,-15.317
15,-9,8.57893,1.03412,-0.196099,8.49498,0.0889195,0.0196828,-0.00287842,0.089039,0.0195633,-0.0414768,-0.011297,-0.00239669,-0.000263043,-0.00238891,-0.0113048,-1.54128,0.00982564,0.00451883,239.414,-15.3895
15.5,-9,8.39623,1.04777,-0.19238,8.31968,0.0889725,0.0192804,-0.00298121,0.0890999,0.019153,-0.042671,-0.0113076,-0.00240498,-0.000277388,-0.00239633,-0.0113163,-1.53968,0.0101829,0.00464024,239.541,-15.4631
16,-9,8.20783,1.05899,-0.188103,8.13802,0.0890194,0.0188607,-0.00309234,0.0891555,0.0187245,-0.0439601,-0.0113269,-0.0024112,-0.000289317,-0.00240182,-0.0113363,-1.53839,0.0105363,0.00468236,239.669,-15.5368
16.5,-9,8.01262,1.06768,-0.184091,7.94916,0.0890618,0.0184245,-0.00321174,0.0892076,0.0182787,-0.0453403,-0.0113508,-0.00241534,-0.000298363,-0.00240538,-0.0113608,-1.53746,0.0108898,0.00500764,239.799,-15.6047
17,-9,7.8101,1.07452,-0.180437,7.75393,0.089098,0.0179694,-0.00333124,0.0892537,0.0178137,-0.0466981,-0.0113748,-0.00241888,-0.000304564,-0.00240853,-0.0113851,-1.53684,0.0112471,0.00536991,239.939,-15.6705
17.5,-9,7.5992,1.07839,-0.176219,7.55143,0.0891425,0.0174951,-0.00345608,0.0893088,0.0173288,-0.0480884,-0.0113937,-0.00242047,-0.000305915,-0.00241005,-0.0114041,-1.53676,0.0116223,0.00534174,240.09,-15.7388
18,-9,7.38115,1.07982,-0.171719,7.34293,0.0892003,0.0170013,-0.00358159,0.0893776,0.016824,-0.0494452,-0.0114069,-0.00242229,-0.000302954,-0.00241209,-0.0114171,-1.53713,0.0120132,0.0052075,240.253,-15.8131
